label,source_report,source_section,trade_date,symbol,venue_or_market_center,participant_type_code,participant_identifier,side,earliest_order_received_time,latest_order_received_time,order_count,total_order_quantity,activity_description,matched_negative_group_id,session_bucket,source_row_id
positive_spoofing_layering,"CFTC Complaint: James Vorley and Cedric Chanu, Case 1:18-cv-00603","Paragraphs 50-55, June 2 2013 Chanu August-delivery Gold Futures example",2013-06-02,August-delivery Gold Futures,COMEX/CME Globex,Bank A precious metals desk trader described in official CFTC complaint,Cedric Chanu / Bank A,buy spoof order opposite sell genuine iceberg order,over three minutes after 19:52:13.056 Central Time,approximately one second after placement,one buy spoof order,100 lots,Official CFTC complaint describes Chanu placing a 100-lot buy spoof order after a 50-lot sell iceberg genuine order sat pending for over three minutes; three genuine contracts filled and the spoof order was then cancelled.,cftc_vorley_chanu_20130602_gold_chanu,evening_central_time,cftc_vorley_chanu_20130602_gold_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: James Vorley and Cedric Chanu, Case 1:18-cv-00603","Paragraphs 56-60, July 9 2013 Vorley Gold Futures example",2013-07-09,COMEX Gold Futures,COMEX/CME Globex,Bank A precious metals desk trader described in official CFTC complaint,James Vorley / Bank A,buy spoof order opposite sell genuine iceberg order,approximately five seconds after 15:51:59.661 Central Time,approximately seven tenths of a second after placement,one buy spoof order,100 lots,Official CFTC complaint describes Vorley placing a 100-lot buy spoof order after a 50-lot sell iceberg genuine order stalled; eight additional lots of the genuine order filled within three milliseconds and the spoof order was cancelled less than a second later.,cftc_vorley_chanu_20130709_gold_vorley,regular_central_time,cftc_vorley_chanu_20130709_gold_buy_spoof_order
positive_spoofing_layering,"CFTC Order: Michael D. Franko, CFTC Docket No. 18-35","Findings II.C, December 17 2013 cross-market copper example, first LME spoof order",2013-12-17,LME copper futures / COMEX copper futures cross-market example,LME and COMEX,CFTC respondent trader; public administrative order,Michael D. Franko / WAMI,buy LME spoof order opposite COMEX sell genuine orders,source_relative_after_two_comex_genuine_orders,approximately one second after entry,one fully visible 100-lot LME bid,100 lots,"CFTC order states Franko placed a fully visible 100-lot LME copper bid at the second-best bid; while it rested, a COMEX copper genuine sell order fully filled and four lots of a second genuine sell order filled before the LME bid was canceled.",cftc_franko_20131217_copper_crossmarket_first,source_time_not_stated,cftc_franko_20131217_lme_copper_first_buy_spoof_order
positive_spoofing_layering,"CFTC Order: Michael D. Franko, CFTC Docket No. 18-35","Findings II.C, December 17 2013 cross-market copper example, second LME spoof order",2013-12-17,LME copper futures / COMEX copper futures cross-market example,LME and COMEX,CFTC respondent trader; public administrative order,Michael D. Franko / WAMI,buy LME spoof order opposite COMEX sell genuine orders,source_relative_after_first_spoof_cancel,approximately one second after entry,one fully visible 100-lot LME bid,100 lots,"CFTC order states Franko placed a second 100-lot LME copper bid at a higher price; while it rested, five more lots of the second COMEX copper genuine sell order filled before the LME bid was canceled.",cftc_franko_20131217_copper_crossmarket_second,source_time_not_stated,cftc_franko_20131217_lme_copper_second_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: CFTC v. Roman/Banoczay et al., Case 1:20-cv-05777","Paragraphs 51-55, Event Example 1: January 25 2018",2018-01-25,March 2018 Crude Oil futures,NYMEX/CME Globex,CFTC defendant trader; federal complaint,Andras Banoczay / Roman et al.,sell layered spoof orders opposite buy genuine order,06:31:45.692 America/Chicago,06:31:56.953 America/Chicago,nine layered spoof orders,360 crude oil futures contracts,CFTC complaint describes nine 40-lot sell layered spoof orders entered after the buy genuine order was finalized; the genuine order filled and the remaining spoof orders were canceled within seconds without fills.,cftc_roman_banoczay_20180125_cl_buy_genuine_sell_layered_spoof_example,overnight_central_time,cftc_roman_banoczay_20180125_cl_sell_layered_spoof_orders
positive_spoofing_layering,"CFTC Complaint: CFTC v. Roman/Banoczay et al., Case 1:20-cv-05777","Paragraphs 57-61, Event Example 2: February 1 2018",2018-02-01,March 2018 Crude Oil futures,NYMEX/CME Globex,CFTC defendant trader; federal complaint,Andras Banoczay / Roman et al.,sell layered spoof orders opposite buy genuine order,02:10:35.632 America/Chicago,02:10:46.265 America/Chicago,twelve layered spoof orders,480 crude oil futures contracts,CFTC complaint describes twelve 40-lot sell layered spoof orders entered after the buy genuine order was modified; the genuine order fully filled and the spoof offers were canceled without fills.,cftc_roman_banoczay_20180201_cl_buy_genuine_sell_layered_spoof_example,overnight_central_time,cftc_roman_banoczay_20180201_cl_sell_layered_spoof_orders
positive_spoofing_layering,"CFTC Complaint: CFTC v. Roman/Banoczay et al., Case 1:20-cv-05777","Paragraphs 63-68, Event Example 3 first leg: February 12 2018",2018-02-12,March 2018 Crude Oil futures,NYMEX/CME Globex,CFTC defendant trader; federal complaint,Andras Banoczay / Roman et al.,buy layered spoof orders opposite sell genuine order,03:02:13.105 America/Chicago,03:02:21.233 America/Chicago,eight layered spoof orders,320 crude oil futures contracts,CFTC complaint describes eight 40-lot buy layered spoof orders used to put upward pressure on price before a 40-lot aggressive sell genuine order filled; the spoof bids were canceled within seconds without fills.,cftc_roman_banoczay_20180212_cl_sell_genuine_buy_layered_spoof_leg,overnight_central_time,cftc_roman_banoczay_20180212_cl_buy_layered_spoof_orders_first_leg
positive_spoofing_layering,"CFTC Complaint: CFTC v. Roman/Banoczay et al., Case 1:20-cv-05777","Paragraphs 69-75, Event Example 3 second leg: February 12 2018",2018-02-12,March 2018 Crude Oil futures,NYMEX/CME Globex,CFTC defendant trader; federal complaint,Andras Banoczay / Roman et al.,sell layered spoof orders opposite buy genuine order,03:02:22.251 America/Chicago,03:02:29.508 America/Chicago,eight layered spoof orders,320 crude oil futures contracts,CFTC complaint describes eight 40-lot sell layered spoof orders used to put downward pressure on price before a 40-lot aggressive buy genuine order filled; the spoof offers were canceled within seconds without fills.,cftc_roman_banoczay_20180212_cl_buy_genuine_sell_layered_spoof_leg,overnight_central_time,cftc_roman_banoczay_20180212_cl_sell_layered_spoof_orders_second_leg
positive_spoofing_layering,"CFTC Complaint: CFTC v. Logista Advisors LLC, Southern Trust Metals, Inc., Loreley Overseas Corp., and Michael Serotta, No. 1:23-cv-07485, Document 1","Complaint paragraphs 70-73, Spoof Event Example 1: January 29 2020",2020-01-29,CLM0-CLU0 crude oil June-September 2020 calendar spread,NYMEX/CME Globex,CFTC defendant trader; public federal complaint,Michael Serotta / Logista Advisors,sell spoof order opposite buy genuine orders,12:00:06.610 PM Central Time,12:00:23.225 PM Central Time,one spoof order,301 contracts,"Official CFTC complaint states Serotta placed a 301-contract sell spoof order at 85 cents, then began buying the same spread less than 1.5 seconds later; he canceled the spoof order at 12:00:23.225 with zero fills.",cftc_logista_20200129_clm0_clu0_example1,regular_us_central_time,cftc_logista_20200129_clm0_clu0_sell_spoof_order
positive_spoofing_layering,"CFTC Complaint: CFTC v. Logista Advisors LLC, Southern Trust Metals, Inc., Loreley Overseas Corp., and Michael Serotta, No. 1:23-cv-07485, Document 1","Complaint paragraphs 74-77, Spoof Event Example 2: February 20 2020",2020-02-20,NGH0-NGJ0 natural gas March-April 2020 calendar spread,NYMEX/CME Globex,CFTC defendant trader; public federal complaint,Michael Serotta / Logista Advisors,buy spoof order opposite sell genuine orders,1:06:29.086 PM Central Time,1:07:36.935 PM Central Time,one spoof order,301 contracts,"Official CFTC complaint states Serotta placed a 301-contract buy spoof order in the NGH0-NGJ0 spread, then began placing genuine sell orders at 1:06:39.339; he canceled the spoof order at 1:07:36.935 with zero fills.",cftc_logista_20200220_ngh0_ngj0_example2,regular_us_central_time,cftc_logista_20200220_ngh0_ngj0_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: CFTC v. Logista Advisors LLC, Southern Trust Metals, Inc., Loreley Overseas Corp., and Michael Serotta, No. 1:23-cv-07485, Document 1","Complaint paragraphs 78-81, Spoof Event Example 3: March 11 2020",2020-03-11,CLM0-CLZ0 crude oil June-December 2020 calendar spread,NYMEX/CME Globex,CFTC defendant trader; public federal complaint,Michael Serotta / Logista Advisors,buy spoof order opposite sell genuine orders,11:29:48.415 AM Central Time,11:30:50.876 AM Central Time,one spoof order,301 contracts,"Official CFTC complaint states Serotta placed a 301-contract buy spoof order in the CLM0-CLZ0 spread, then placed genuine sell orders starting at 11:29:54.745; he canceled the spoof order at 11:30:50.876 with zero fills.",cftc_logista_20200311_clm0_clz0_example3,regular_us_central_time,cftc_logista_20200311_clm0_clz0_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: CFTC v. Logista Advisors LLC, Southern Trust Metals, Inc., Loreley Overseas Corp., and Michael Serotta, No. 1:23-cv-07485, Document 1","Complaint paragraphs 82-90, Spoof Event Example 4: February 19 2020",2020-02-19,NGH0-NGJ0 natural gas March-April 2020 calendar spread,NYMEX/CME Globex,CFTC defendant trader; public federal complaint,Michael Serotta / Logista Advisors,fourteen alternating 301-lot spoof orders opposite smaller genuine orders,10:56:22.803 PM Central Time,11:12:21.768 PM Central Time,fourteen 301-lot spoof orders,"4,214 contracts total, zero filled","Official CFTC complaint states Serotta repeated a spoof/genuine/cancel sequence fourteen times over sixteen minutes, with zero fills on 4,214 spoof-order lots and 2,874 lots filled on smaller opposite-side genuine orders.",cftc_logista_20200219_ngh0_ngj0_repeated_example4,overnight_us_central_time,cftc_logista_20200219_ngh0_ngj0_repeated_spoof_orders
positive_spoofing_layering,"CFTC Complaint: CFTC v. Logista Advisors LLC, Southern Trust Metals, Inc., Loreley Overseas Corp., and Michael Serotta, No. 1:23-cv-07485, Document 1","Complaint paragraphs 91-95, Spoof Event Example 5: February 5 2020",2020-02-05,ICE Brent/WTI crude spread April 2020,IFEU electronic market,CFTC defendant trader; public federal complaint,Michael Serotta / Logista Advisors,nineteen large spoof orders opposite smaller genuine orders,about 8:23 PM GMT,about 8:41 PM GMT,nineteen large spoof orders,"5,919 contracts total, zero filled","Official CFTC complaint states Serotta placed nineteen large 201-to-301-lot orders over eighteen minutes, with zero fills on 5,919 large-order lots and about 2,513 lots filled on smaller opposite-side genuine orders.",cftc_logista_20200205_brent_wti_spread_example5,regular_london_time,cftc_logista_20200205_brent_wti_spread_large_spoof_orders
positive_spoofing_layering,"CFTC Complaint: Logista Advisors LLC and Andrew Harris Serotta, Case 1:23-cv-07485","Complaint paragraphs 69-73, Spoof Event Example 1",2020-01-29,CLM0-CLU0 crude oil June-September 2020 calendar spread,US futures exchange / CFTC complaint,CFTC defendants; commodity trading advisor / head trader,Logista Advisors LLC / Andrew Harris Serotta,sell spoof order opposite buy genuine orders,12:00:06.610 America/Chicago,12:00:23.225 America/Chicago,one 301-lot spoof order,301 contracts,CFTC complaint describes a 301-contract sell order later canceled with zero fills after opposite-side genuine buy orders filled.,cftc_logista_serotta_20200129_clm0_clu0_example1,central_time_midday,cftc_logista_serotta_20200129_clm0_clu0_sell_spoof_order
positive_spoofing_layering,"CFTC Complaint: Logista Advisors LLC and Andrew Harris Serotta, Case 1:23-cv-07485","Complaint paragraphs 74-77, Spoof Event Example 2",2020-02-20,NGH0-NGJ0 natural gas March-April 2020 calendar spread,US futures exchange / CFTC complaint,CFTC defendants; commodity trading advisor / head trader,Logista Advisors LLC / Andrew Harris Serotta,buy spoof order opposite sell genuine orders,13:06:29.086 America/Chicago,13:07:36.935 America/Chicago,one 301-lot spoof order,301 contracts,CFTC complaint describes a 301-contract buy order later canceled with zero fills after opposite-side genuine sell orders filled.,cftc_logista_serotta_20200220_ngh0_ngj0_example2,central_time_afternoon,cftc_logista_serotta_20200220_ngh0_ngj0_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: Logista Advisors LLC and Andrew Harris Serotta, Case 1:23-cv-07485","Complaint paragraphs 78-81, Spoof Event Example 3",2020-03-11,CLM0-CLZ0 crude oil June-December 2020 calendar spread,US futures exchange / CFTC complaint,CFTC defendants; commodity trading advisor / head trader,Logista Advisors LLC / Andrew Harris Serotta,buy spoof order opposite sell genuine orders,11:29:48.415 America/Chicago,11:30:50.876 America/Chicago,one 301-lot spoof order,301 contracts,CFTC complaint describes a 301-contract buy order later canceled with zero fills after opposite-side genuine sell orders partially filled.,cftc_logista_serotta_20200311_clm0_clz0_example3,central_time_midday,cftc_logista_serotta_20200311_clm0_clz0_buy_spoof_order
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 58, May 4 2010 layering algorithm example",2010-05-04,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,sell-side Layering Algorithm order at price 1173.25,11:00:36.846 America/Chicago,11:12:38.762 America/Chicago,one sell order modified 152 times within four-order layer,600 contracts,"Public CFTC complaint describes four nearly simultaneous 600-lot sell-side layering orders, each modified repeatedly and canceled without any portion filled; notional value exceeded $140 million. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_sarao_20100504_layering_110036,regular_us_central_time,cftc_sarao_20100504_layering_sell_600_1173_25
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 58, May 4 2010 layering algorithm example",2010-05-04,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,sell-side Layering Algorithm order at price 1173.50,11:00:36.846 America/Chicago,11:12:38.762 America/Chicago,one sell order modified 152 times within four-order layer,600 contracts,"Public CFTC complaint describes four nearly simultaneous 600-lot sell-side layering orders, each modified repeatedly and canceled without any portion filled; notional value exceeded $140 million. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_sarao_20100504_layering_110036,regular_us_central_time,cftc_sarao_20100504_layering_sell_600_1173_50
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 58, May 4 2010 layering algorithm example",2010-05-04,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,sell-side Layering Algorithm order at price 1173.75,11:00:36.846 America/Chicago,11:12:38.762 America/Chicago,one sell order modified 152 times within four-order layer,600 contracts,"Public CFTC complaint describes four nearly simultaneous 600-lot sell-side layering orders, each modified repeatedly and canceled without any portion filled; notional value exceeded $140 million. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_sarao_20100504_layering_110036,regular_us_central_time,cftc_sarao_20100504_layering_sell_600_1173_75
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 58, May 4 2010 layering algorithm example",2010-05-04,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,sell-side Layering Algorithm order at price 1174.00,11:00:36.846 America/Chicago,11:12:38.762 America/Chicago,one sell order modified 152 times within four-order layer,600 contracts,"Public CFTC complaint describes four nearly simultaneous 600-lot sell-side layering orders, each modified repeatedly and canceled without any portion filled; notional value exceeded $140 million. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_sarao_20100504_layering_110036,regular_us_central_time,cftc_sarao_20100504_layering_sell_600_1174_00
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 69, March 3 2014 2000 Lot Spoofing example",2014-03-03,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,buy-side 2000 Lot Spoofing order opposite sell order,11:38:31.826 America/Chicago,11:38:32.336 America/Chicago,one buy-side 2000 lot spoofing order,2000 contracts,Public CFTC complaint describes a second buy-side 2000 Lot Spoofing order at 1839.25; within one millisecond defendants filled the remainder of a 169-lot sell order and canceled the spoof order about one half-second later before execution. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.,cftc_sarao_20140303_2000_lot_spoof,regular_us_central_time,cftc_sarao_20140303_buy_2000_lot_spoof_second
positive_spoofing_layering,"CFTC Complaint: Navinder Singh Sarao and Nav Sarao Futures Limited PLC, filed Apr. 17 2015","Complaint paragraph 70, September 30 2013 2000 Lot Spoofing example",2013-09-30,E-mini S&P 500 futures,CME Globex,CFTC defendant trader; proprietary account,Navinder Singh Sarao / Nav Sarao Futures Limited PLC,buy-side 2000 Lot Spoofing order opposite sell-side order,12:30:49.165 America/Chicago,12:30:49.708 America/Chicago,one buy-side 2000 lot spoofing order,2000 contracts,"Public CFTC complaint describes a third buy-side 2000 Lot Spoofing order at 1678.50; while active, defendants filled the rest of the sell-side order and canceled this final spoof order in less than one second. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_sarao_20130930_2000_lot_spoof,regular_us_central_time,cftc_sarao_20130930_buy_2000_lot_spoof_third
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 53-56, May 6 2013 Nowak Gold Futures example",2013-05-06,"Gold Futures contract, June 2013 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Michael Thomas Nowak / Bank A precious metals desk,sell-side Layered Spoof Orders against genuine buy order,09:01:14.497 source-timezone-unspecified,09:01:17.981 plus next six seconds source-timezone-unspecified,"14 sell offers intended to cancel, including 12 layered spoof orders plus 2 additional offers",70 lots,"Official CFTC complaint describes Nowak placing a five-lot genuine bid, then sell-side layered spoof offers totaling seventy lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20130506_nowak_gold_sell_layered,regular_us_morning_source_time,cftc_nowak_smith_20130506_nowak_gold_sell_layered_spoof
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 57-60, October 7 2013 Nowak Gold Futures example",2013-10-07,"Gold Futures contract, December 2013 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Michael Thomas Nowak / Bank A precious metals desk,buy-side Layered Spoof Orders against genuine sell order,07:34:47.758 source-timezone-unspecified,07:34:51.429 plus next several seconds source-timezone-unspecified,14 buy orders intended to cancel,70 lots,"Official CFTC complaint describes Nowak placing a five-lot genuine offer, then fourteen buy-side layered spoof orders totaling seventy lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20131007_nowak_gold_buy_layered,regular_us_morning_source_time,cftc_nowak_smith_20131007_nowak_gold_buy_layered_spoof
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 61-64, March 3 2014 Nowak Gold Futures example",2014-03-03,"Gold Futures contract, April 2014 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Michael Thomas Nowak / Bank A precious metals desk,buy-side Layered Spoof Orders against genuine sell order,08:02:19.360 source-timezone-unspecified,08:02:22.257 plus next three seconds source-timezone-unspecified,6 buy orders intended to cancel,30 lots,"Official CFTC complaint describes Nowak placing a five-lot genuine offer, then six buy-side layered spoof orders totaling thirty lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20140303_nowak_gold_buy_layered,regular_us_morning_source_time,cftc_nowak_smith_20140303_nowak_gold_buy_layered_spoof
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 72-75, January 25 2013 Smith Silver Futures example",2013-01-25,"Silver Futures contract, March 2013 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Gregg Francis Smith / Bank A precious metals desk,buy-side Layered Spoof Orders against genuine sell order,07:55:29.473 source-timezone-unspecified,07:55:30.676 plus next 600 milliseconds source-timezone-unspecified,6 buy bids intended to cancel,60 lots,"Official CFTC complaint describes Smith placing a two-lot genuine offer, then buy-side layered spoof bids totaling sixty lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20130125_smith_silver_buy_layered,regular_us_morning_source_time,cftc_nowak_smith_20130125_smith_silver_buy_layered_spoof
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 76-79, May 23 2013 Smith Gold Futures example",2013-05-23,"Gold Futures contract, June 2013 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Gregg Francis Smith / Bank A precious metals desk,sell-side Layered Spoof Orders against genuine buy order,14:00:29.414 source-timezone-unspecified,14:00:30.792 plus next 1.2 seconds source-timezone-unspecified,6 sell offers intended to cancel,60 lots,"Official CFTC complaint describes Smith placing a two-lot genuine bid, then six sell-side layered spoof offers totaling sixty lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20130523_smith_gold_sell_layered,regular_us_afternoon_source_time,cftc_nowak_smith_20130523_smith_gold_sell_layered_spoof
positive_spoofing_layering,"CFTC Complaint: Michael Thomas Nowak and Gregg Francis Smith, filed Sep. 16 2019","Complaint paragraphs 80-83, June 11 2015 Smith Gold Futures example",2015-06-11,"Gold Futures contract, August 2015 expiry",COMEX/CME Globex,CFTC defendant trader; major U.S. financial institution precious metals desk,Gregg Francis Smith / Bank A precious metals desk,buy-side Layered Spoof Orders against genuine sell order,07:31:26.144 source-timezone-unspecified,07:31:27.441 source-timezone-unspecified,5 buy orders intended to cancel,50 lots,"Official CFTC complaint describes Smith placing a ten-lot genuine offer, then five buy-side layered spoof orders totaling fifty lots, all canceled without any lots being filled. Accepted in V55 isolated reconstruction from prior sidecar candidate screen.",cftc_nowak_smith_20150611_smith_gold_buy_layered,regular_us_morning_source_time,cftc_nowak_smith_20150611_smith_gold_buy_layered_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase Bank, N.A. et al., CFTC Docket No. 20-69","CFTC order facts, December 12 2011 Trader 1 Silver Futures example",2011-12-12,"Silver Futures contract, March 2012 expiry",COMEX/CME Globex,CFTC respondent bank precious-metals desk trader,JPM precious metals Trader 1,buy-side layered spoof orders opposite genuine sell order,11:59:39.168 source-timezone-unspecified,11:59:40.332 source-timezone-unspecified,five Layered Spoof Orders on the buy side,50 lots,"CFTC order describes Trader 1 placing a five-lot genuine sell order, then five buy-side layered spoof orders totaling fifty lots, then canceling those spoof orders after the genuine order filled.",cftc_jpm_20111212_trader1_silver_buy_layered,regular_us_source_time,cftc_jpm_20111212_trader1_silver_buy_layered_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase Bank, N.A. et al., CFTC Docket No. 20-69","CFTC order facts, December 10 2013 Trader 5 Silver Futures example",2013-12-10,"Silver Futures contract, March 2014 expiry",COMEX/CME Globex,CFTC respondent bank precious-metals desk trader,JPM precious metals Trader 5,buy-side spoof order opposite genuine sell iceberg order,01:59:26.901 source-timezone-unspecified,01:59:27.729 source-timezone-unspecified,one Spoof Order on the buy side,100 lots,"CFTC order describes Trader 5 placing a twenty-lot genuine sell iceberg order, then a one-hundred-lot buy-side spoof order, then canceling the spoof order after the genuine order filled.",cftc_jpm_20131210_trader5_silver_buy_spoof,overnight_source_time,cftc_jpm_20131210_trader5_silver_buy_spoof_order
positive_spoofing_layering,"CFTC Order: JPMorgan Chase Bank, N.A. et al., CFTC Docket No. 20-69","CFTC order facts, March 5 2014 Trader 6 Silver Futures example",2014-03-05,"Silver Futures contract, May 2014 expiry",COMEX/CME Globex,CFTC respondent bank precious-metals desk trader,JPM precious metals Trader 6,buy-side layered spoof orders opposite genuine sell order,08:18:40 source-timezone-unspecified,08:18:41.595 source-timezone-unspecified,ten Layered Spoof Orders on the buy side,source-described buy-side layered spoof order stack,"CFTC order describes Trader 6 placing a two-lot genuine sell order, then ten buy-side layered spoof orders, then canceling those spoof orders after the genuine order filled.",cftc_jpm_20140305_trader6_silver_buy_layered,regular_us_source_time,cftc_jpm_20140305_trader6_silver_buy_layered_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase Bank, N.A. et al., CFTC Docket No. 20-69","CFTC order facts, June 22 2016 Trader 4 Platinum Futures example",2016-06-22,"Platinum Futures contract, July 2016 expiry",COMEX/CME Globex,CFTC respondent bank precious-metals desk trader,JPM precious metals Trader 4,buy-side layered spoof orders opposite genuine sell iceberg order,02:14:35 source-timezone-unspecified,02:14:37.407 source-timezone-unspecified,eight Layered Spoof Orders on the buy side,40 lots,"CFTC order describes Trader 4 placing a twenty-lot genuine sell iceberg order, then eight buy-side layered spoof orders totaling forty lots, then canceling those spoof orders after partial fill.",cftc_jpm_20160622_trader4_platinum_buy_layered,overnight_source_time,cftc_jpm_20160622_trader4_platinum_buy_layered_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase & Co., JPMorgan Chase Bank, N.A., and J.P. Morgan Securities LLC, CFTC Docket No. 20-69","Order page 6, July 20 2009 Trader 7 T-Bond Futures example",2009-07-20,"T-Bond Futures contract, September 2009 expiry",CBOT/CME Globex,JPM desk trader described in official CFTC order,JPM Treasuries Desk Trader 7,buy-side layered spoof orders against genuine sell order,07:47:17.096 source-timezone-unspecified,07:47:22.038 source-timezone-unspecified,six buy-side layered spoof orders,"1,800 lots","Official CFTC order describes six buy-side layered spoof orders totaling 1,800 lots and cancellation less than one second after the genuine order filled.",cftc_jpm_20090720_trader7_tbond,regular_us_morning_source_time,cftc_jpm_20090720_trader7_tbond_buy_layered_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase & Co., JPMorgan Chase Bank, N.A., and J.P. Morgan Securities LLC, CFTC Docket No. 20-69","Order page 6, February 4 2010 Trader 8 10-Year T-Note Futures example",2010-02-04,"10-Year T-Note Futures contract, March 2010 expiry",CBOT/CME Globex,JPM desk trader described in official CFTC order,JPM Treasuries Desk Trader 8,sell-side spoof order against genuine buy order,13:30:00.539 source-timezone-unspecified,13:30:01.467 source-timezone-unspecified,one sell-side spoof order,"1,000 lots","Official CFTC order describes a 1,000-lot sell-side spoof order canceled less than a second after the genuine buy order filled.",cftc_jpm_20100204_trader8_tnote,regular_us_afternoon_source_time,cftc_jpm_20100204_trader8_tnote_sell_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase & Co., JPMorgan Chase Bank, N.A., and J.P. Morgan Securities LLC, CFTC Docket No. 20-69","Order pages 6-7, September 27 2011 Trader 9 10-Year T-Note Futures example",2011-09-27,"10-Year T-Note Futures contract, December 2011 expiry",CBOT/CME Globex,JPM desk trader described in official CFTC order,JPM Treasuries Desk Trader 9,sell-side spoof order against genuine buy order,14:03:57.635 source-timezone-unspecified,14:03:57.953 source-timezone-unspecified,one sell-side spoof order,"3,000 lots","Official CFTC order describes a 3,000-lot sell-side spoof order canceled less than one-third of a second after the genuine order filled.",cftc_jpm_20110927_trader9_tnote,regular_us_afternoon_source_time,cftc_jpm_20110927_trader9_tnote_sell_spoof
positive_spoofing_layering,"CFTC Order: JPMorgan Chase & Co., JPMorgan Chase Bank, N.A., and J.P. Morgan Securities LLC, CFTC Docket No. 20-69","Order page 7, June 30 2015 Trader 10 Ultra T-Bond Futures example",2015-06-30,"Ultra T-Bond Futures contract, September 2015 expiry",CBOT/CME Globex,JPM desk trader described in official CFTC order,JPM Treasuries Desk Trader 10,sell-side spoof order against genuine buy order,08:46:01.891 source-timezone-unspecified,08:46:04.418 source-timezone-unspecified,one sell-side spoof order,100 lots,Official CFTC order describes a 100-lot sell-side spoof order canceled about one-tenth of a second after 51 lots of the genuine order filled.,cftc_jpm_20150630_trader10_ultra_tbond,regular_us_morning_source_time,cftc_jpm_20150630_trader10_ultra_tbond_sell_spoof
