row_id,schema_version,recipe_id,variant_id,pair,target_market,source_anchor,strategy_name,strategy_mutation_id,auto_quant_run_id,symbol,trade_id,open_ts_ms,close_ts_ms,open_date,close_date,open_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_anchor_confidence,source_anchor_vix,bbn_pred_class,bbn_bull_score,iv_pct_rank_252,hv_pct_rank_252,vvix_pct_rank_252,vix_level,vix3m_level,vix_term_ratio,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,pnl,realized_outcome,exit_reason
91,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-03T16:00:00+00:00:91,1680537600000,1680538500000,2023-04-03T16:00:00+00:00,2023-04-03T16:15:00+00:00,2023-04-03,source_anchor_previous_session_context,Bull,0.9797225384,0.444,18.549999237060547,1,0.34903056238174435,0.015873015873015872,0.003968253968253968,0.24603174603174602,18.55,20.83,1.1229110512129379,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.001055653301231585,-0.001055653301231585,loss,vrp_exit_or_regime_break
92,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-03T18:30:00+00:00:92,1680546600000,1680614100000,2023-04-03T18:30:00+00:00,2023-04-04T13:15:00+00:00,2023-04-03,source_anchor_previous_session_context,Bull,0.9797225384,0.444,18.549999237060547,1,0.34903056238174435,0.015873015873015872,0.003968253968253968,0.24603174603174602,18.55,20.83,1.1229110512129379,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.005501805388389958,0.005501805388389958,win,stop_or_trailing_stop
93,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-04T13:45:00+00:00:93,1680615900000,1680620400000,2023-04-04T13:45:00+00:00,2023-04-04T15:00:00+00:00,2023-04-04,source_anchor_previous_session_context,Bull,0.9797225384,0.6,19.0,1,0.4757371451006783,0.03571428571428571,0.003968253968253968,0.2857142857142857,19.0,21.34,1.1231578947368421,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0028543542714030146,-0.0028543542714030146,loss,vrp_exit_or_regime_break
94,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-06T15:15:00+00:00:94,1680794100000,1681085700000,2023-04-06T15:15:00+00:00,2023-04-10T00:15:00+00:00,2023-04-06,source_anchor_previous_session_context,Bull,0.9797225384,0.5,18.399999618530273,1,0.4757371451006783,0.015873015873015872,0.003968253968253968,0.28174603174603174,18.4,21.0,1.1413043478260871,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.005498307493781773,0.005498307493781773,win,vrp_exit_or_regime_break
95,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-10T16:45:00+00:00:95,1681145100000,1681210800000,2023-04-10T16:45:00+00:00,2023-04-11T11:00:00+00:00,2023-04-10,source_anchor_previous_session_context,Bull,0.9797225384,0.5,18.969999313354492,1,0.4757371451006783,0.047619047619047616,0.003968253968253968,0.373015873015873,18.97,21.07,1.1107011070110702,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.0017339423883657723,0.0017339423883657723,win,vrp_exit_or_regime_break
96,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-11T13:00:00+00:00:96,1681218000000,1681219800000,2023-04-11T13:00:00+00:00,2023-04-11T13:30:00+00:00,2023-04-11,source_anchor_previous_session_context,Bull,0.9797225384,0.5,19.100000381469727,1,0.4757371451006783,0.047619047619047616,0.003968253968253968,0.37103174603174605,19.1,21.01,1.1,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0032340204077839774,-0.0032340204077839774,loss,vrp_exit_or_regime_break
97,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-13T13:45:00+00:00:97,1681393500000,1681466400000,2023-04-13T13:45:00+00:00,2023-04-14T10:00:00+00:00,2023-04-13,source_anchor_previous_session_context,Bull,0.9797225384,0.5,17.799999237060547,1,0.4757371451006783,0.007936507936507936,0.011904761904761904,0.29365079365079366,17.8,20.26,1.1382022471910114,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.006970008793429239,0.006970008793429239,win,stop_or_trailing_stop
98,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-14T13:30:00+00:00:98,1681479000000,1681481700000,2023-04-14T13:30:00+00:00,2023-04-14T14:15:00+00:00,2023-04-14,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.06999969482422,1,0.4757371451006783,0.003968253968253968,0.011904761904761904,0.24603174603174602,17.07,20.03,1.173403632103105,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.00516418020952869,-0.00516418020952869,loss,vrp_exit_or_regime_break
99,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-14T15:00:00+00:00:99,1681484400000,1681485300000,2023-04-14T15:00:00+00:00,2023-04-14T15:15:00+00:00,2023-04-14,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.06999969482422,1,0.4757371451006783,0.003968253968253968,0.011904761904761904,0.24603174603174602,17.07,20.03,1.173403632103105,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0021546920276395154,-0.0021546920276395154,loss,vrp_exit_or_regime_break
100,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-14T18:15:00+00:00:100,1681496100000,1681498800000,2023-04-14T18:15:00+00:00,2023-04-14T19:00:00+00:00,2023-04-14,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.06999969482422,1,0.4757371451006783,0.003968253968253968,0.011904761904761904,0.24603174603174602,17.07,20.03,1.173403632103105,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0013385138777862737,-0.0013385138777862737,loss,vrp_exit_or_regime_break
101,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-14T19:15:00+00:00:101,1681499700000,1681723800000,2023-04-14T19:15:00+00:00,2023-04-17T09:30:00+00:00,2023-04-14,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.06999969482422,1,0.4757371451006783,0.003968253968253968,0.011904761904761904,0.24603174603174602,17.07,20.03,1.173403632103105,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.00018582524993493443,0.00018582524993493443,win,vrp_exit_or_regime_break
102,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-17T19:15:00+00:00:102,1681758900000,1681793100000,2023-04-17T19:15:00+00:00,2023-04-18T04:45:00+00:00,2023-04-17,source_anchor_previous_session_context,Bull,0.9797225384,0.333,16.950000762939453,1,0.4757371451006783,0.003968253968253968,0.007936507936507936,0.21428571428571427,16.95,19.65,1.1592920353982301,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.000760992631364088,-0.000760992631364088,loss,vrp_exit_or_regime_break
103,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-27T13:00:00+00:00:103,1682600400000,1682625600000,2023-04-27T13:00:00+00:00,2023-04-27T20:00:00+00:00,2023-04-27,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.030000686645508,1,0.4757371451006783,0.007936507936507936,0.007936507936507936,0.36904761904761907,17.03,20.37,1.196124486200822,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.018141272314305512,0.018141272314305512,win,stop_or_trailing_stop
104,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-04-27T20:30:00+00:00:104,1682627400000,1682942400000,2023-04-27T20:30:00+00:00,2023-05-01T12:00:00+00:00,2023-04-27,source_anchor_previous_session_context,Bull,0.9797225384,0.333,17.030000686645508,1,0.4757371451006783,0.007936507936507936,0.007936507936507936,0.36904761904761907,17.03,20.37,1.196124486200822,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.0012525788387858228,0.0012525788387858228,win,vrp_exit_or_regime_break
105,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25d_only_pred_class_flat_or_down,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-25T20:45:00+00:00:105,1692996300000,1693236600000,2023-08-25T20:45:00+00:00,2023-08-28T15:30:00+00:00,2023-08-25,source_anchor_previous_session_context,Bear,0.963920242,0.5,15.68000030517578,1,0.34398669726042524,0.24206349206349206,0.27380952380952384,0.25396825396825395,15.68,17.72,1.1301020408163265,not_consumed_no_direct_event_rows,BearMarketDrawdown,VRPTailRiskSuppression,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bear -> BearMarketDrawdown -> VRPTailRiskSuppression -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,suppress_long_carry_until_bear_branch_rc_spa_passes,only_trade_bbn_pred_flat_or_down_in_bear_root,2023,0.0019260338269806443,0.0019260338269806443,win,vrp_exit_or_regime_break
106,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-28T15:45:00+00:00:106,1693237500000,1693244700000,2023-08-28T15:45:00+00:00,2023-08-28T17:45:00+00:00,2023-08-28,source_anchor_previous_session_context,Sideways,0.9529358324,0.8,15.079999923706056,1,0.29134879627133997,0.23015873015873015,0.29365079365079366,0.19047619047619047,15.08,17.12,1.1352785145888595,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_sideways_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0004680287918401582,-0.0004680287918401582,loss,vrp_exit_or_regime_break
107,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-28T18:00:00+00:00:107,1693245600000,1693296000000,2023-08-28T18:00:00+00:00,2023-08-29T08:00:00+00:00,2023-08-28,source_anchor_previous_session_context,Sideways,0.9529358324,0.8,15.079999923706056,1,0.29134879627133997,0.23015873015873015,0.29365079365079366,0.19047619047619047,15.08,17.12,1.1352785145888595,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_sideways_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.003437091542818349,0.003437091542818349,win,vrp_exit_or_regime_break
108,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-29T13:30:00+00:00:108,1693315800000,1693379700000,2023-08-29T13:30:00+00:00,2023-08-30T07:15:00+00:00,2023-08-29,source_anchor_previous_session_context,Sideways,0.9529358324,0.5,14.449999809265137,1,0.4254452183402195,0.0992063492063492,0.2857142857142857,0.09523809523809523,14.45,16.56,1.1460207612456748,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_sideways_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.01671570041342174,0.01671570041342174,win,stop_or_trailing_stop
109,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-30T13:45:00+00:00:109,1693403100000,1693472400000,2023-08-30T13:45:00+00:00,2023-08-31T09:00:00+00:00,2023-08-30,source_anchor_previous_session_context,Bull,0.9797225384,0.5,13.880000114440918,1,0.4254452183402195,0.04365079365079365,0.28174603174603174,0.07539682539682539,13.88,16.18,1.1657060518731988,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.0007528703180876839,0.0007528703180876839,win,vrp_exit_or_regime_break
110,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-08-31T13:15:00+00:00:110,1693487700000,1693548900000,2023-08-31T13:15:00+00:00,2023-09-01T06:15:00+00:00,2023-08-31,source_anchor_previous_session_context,Bull,0.9797225384,0.5,13.56999969482422,3,0.5324637554540846,0.005952380952380952,0.1765873015873016,0.14682539682539683,13.57,15.92,1.1731761238025056,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,0.001832018038331551,0.001832018038331551,win,vrp_exit_or_regime_break
111,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-09-01T13:15:00+00:00:111,1693574100000,1693578600000,2023-09-01T13:15:00+00:00,2023-09-01T14:30:00+00:00,2023-09-01,source_anchor_previous_session_context,Bull,0.9797225384,0.5,13.09000015258789,1,0.4254452183402195,0.003968253968253968,0.1984126984126984,0.21428571428571427,13.82,15.74,1.1389290882778582,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.00566497493442597,-0.00566497493442597,loss,vrp_exit_or_regime_break
112,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2023-09-04T13:15:00+00:00:112,1693833300000,1693837800000,2023-09-04T13:15:00+00:00,2023-09-04T14:30:00+00:00,2023-09-04,source_anchor_previous_session_context,Bull,0.9797225384,0.5,13.09000015258789,1,0.4254452183402195,0.003968253968253968,0.1984126984126984,0.21428571428571427,13.82,15.74,1.1389290882778582,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2023,-0.0008110300081103361,-0.0008110300081103361,loss,vrp_exit_or_regime_break
